;notas_gerais;sexo;cor;renda;colegio_do_ensino_medio;familiar_ensino_superior
8811;41.1;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8812;54.4;M;branca;entre 1.5 e 3 salarios;todo em escola privada;B
8813;41.6;M;parda;menor que 1.5 salarios;todo em escola publica;B
8814;44.6;M;parda;menor que 1.5 salarios;todo em escola publica;B
8815;37.4;M;branca;menor que 1.5 salarios;todo em escola publica;B
8816;44.7;M;parda;menor que 1.5 salarios;todo em escola publica;B
8817;50.9;M;amarela;entre 1.5 e 3 salarios;todo em escola publica;B
8818;67.0;M;branca;menor que 1.5 salarios;todo em escola publica;B
8819;31.8;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8820;30.5;M;parda;menor que 1.5 salarios;todo em escola publica;B
8821;29.0;M;parda;menor que 1.5 salarios;todo em escola publica;B
8822;45.5;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8823;15.2;M;parda;menor que 1.5 salarios;todo em escola publica;B
8824;50.4;M;branca;entre 6 e 3 salarios;todo em escola publica;B
8825;66.5;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
8826;69.5;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8827;42.9;M;branca;menor que 1.5 salarios;todo em escola publica;B
8828;37.7;M;amarela;menor que 1.5 salarios;todo em escola publica;B
8829;64.7;M;amarela;entre 1.5 e 3 salarios;todo em escola publica;B
8830;38.2;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
8831;38.2;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8832;41.3;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8833;28.3;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
8834;28.1;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
8835;22.2;M;branca;menor que 1.5 salarios;todo em escola publica;B
8836;43.4;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8837;29.5;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8838;38.4;M;parda;menor que 1.5 salarios;todo em escola publica;B
8839;35.4;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
8840;28.8;M;preta;menor que 1.5 salarios;todo em escola publica;B
8841;24.9;M;amarela;menor que 1.5 salarios;todo em escola privada;B
8842;33.2;M;nsr;menor que 1.5 salarios;todo em escola publica;B
8843;29.7;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
8844;37.2;M;parda;menor que 1.5 salarios;todo em escola publica;B
8845;36.7;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
8846;37.0;M;parda;menor que 1.5 salarios;todo em escola publica;B
8847;39.2;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
8848;45.0;M;parda;menor que 1.5 salarios;todo em escola privada;B
8849;34.9;M;branca;entre 1.5 e 3 salarios;maior parte em escola publica;B
8850;33.7;M;branca;entre 1.5 e 3 salarios;todo em escola privada;B
8851;23.6;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
8852;40.9;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
8853;32.3;M;branca;menor que 1.5 salarios;todo em escola publica;B
8854;48.1;M;preta;entre 1.5 e 3 salarios;todo em escola publica;B
8855;33.5;M;parda;menor que 1.5 salarios;todo em escola publica;B
8856;39.0;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8857;29.9;M;branca;entre 1.5 e 3 salarios;maior parte em escola privada;B
8858;56.5;M;parda;entre 10 e 30 salarios;todo em escola privada;B
8859;54.6;M;branca;entre 4.5 e 6 salarios;todo em escola privada;B
8860;39.6;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
8861;38.4;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8862;46.2;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
8863;51.2;M;parda;entre 6 e 3 salarios;todo em escola publica;B
8864;26.9;M;preta;entre 1.5 e 3 salarios;todo em escola publica;B
8865;28.9;M;parda;entre 4.5 e 6 salarios;maior parte em escola privada;B
8866;44.1;M;branca;entre 6 e 3 salarios;todo em escola publica;B
8867;38.2;M;preta;entre 3 e 4.5 salarios;maior parte em escola privada;B
8868;35.5;M;preta;menor que 1.5 salarios;todo em escola publica;B
8869;35.0;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
8870;35.6;M;preta;entre 4.5 e 6 salarios;todo em escola publica;B
8871;42.3;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8872;44.5;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
8873;32.4;M;preta;menor que 1.5 salarios;todo em escola publica;B
8874;42.1;M;branca;menor que 1.5 salarios;todo em escola publica;B
8875;36.7;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8876;34.3;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
8877;40.0;M;branca;menor que 1.5 salarios;todo em escola publica;B
8878;33.5;M;branca;entre 6 e 3 salarios;todo em escola privada;B
8879;24.4;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
8880;45.3;M;preta;menor que 1.5 salarios;todo em escola publica;B
8881;41.6;M;preta;menor que 1.5 salarios;todo em escola publica;B
8882;32.0;M;parda;menor que 1.5 salarios;todo em escola publica;B
8883;42.7;M;branca;menor que 1.5 salarios;todo em escola publica;B
8884;32.5;M;branca;entre 4.5 e 6 salarios;todo em escola privada;B
8885;46.8;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8886;53.6;M;parda;entre 6 e 3 salarios;todo em escola publica;B
8887;49.4;M;branca;menor que 1.5 salarios;todo em escola publica;B
8888;27.2;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8889;49.3;M;parda;entre 4.5 e 6 salarios;todo em escola publica;B
8890;48.1;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8891;47.1;M;parda;menor que 1.5 salarios;todo em escola publica;B
8892;38.9;M;branca;entre 6 e 3 salarios;todo em escola privada;B
8893;43.5;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
8894;63.0;M;parda;entre 6 e 3 salarios;todo em escola privada;B
8895;49.8;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8896;34.4;M;nsr;entre 1.5 e 3 salarios;todo em escola publica;B
8897;61.7;M;branca;entre 1.5 e 3 salarios;todo em escola privada;B
8898;48.5;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
8899;47.0;M;branca;entre 6 e 3 salarios;todo em escola publica;B
8900;35.7;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8901;33.5;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8902;50.3;M;preta;entre 6 e 3 salarios;todo em escola publica;B
8903;28.3;M;branca;entre 3 e 4.5 salarios;todo em escola privada;B
8904;57.9;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
8905;57.5;M;branca;entre 6 e 3 salarios;todo em escola privada;B
8906;48.9;M;parda;entre 6 e 3 salarios;todo em escola publica;B
8907;50.3;M;parda;entre 6 e 3 salarios;todo em escola publica;B
8908;53.4;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8909;45.4;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8910;44.7;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8911;52.4;M;branca;entre 3 e 4.5 salarios;maior parte em escola privada;B
8912;23.4;M;parda;menor que 1.5 salarios;todo em escola publica;B
8913;49.3;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
8914;45.0;M;preta;entre 1.5 e 3 salarios;todo em escola publica;B
8915;29.8;M;nsr;entre 3 e 4.5 salarios;todo em escola publica;B
8916;33.9;M;parda;entre 6 e 3 salarios;todo em escola publica;B
8917;51.3;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
8918;35.6;M;preta;entre 1.5 e 3 salarios;todo em escola publica;B
8919;53.6;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8920;44.3;M;preta;entre 1.5 e 3 salarios;todo em escola publica;B
8921;44.9;M;preta;menor que 1.5 salarios;todo em escola publica;B
8922;44.8;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
8923;41.6;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8924;26.3;M;parda;entre 6 e 3 salarios;todo em escola publica;B
8925;26.9;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8926;38.3;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8927;45.6;M;parda;menor que 1.5 salarios;todo em escola publica;B
8928;40.5;M;parda;entre 6 e 3 salarios;maior parte em escola publica;B
8929;34.9;M;preta;entre 4.5 e 6 salarios;todo em escola publica;B
8930;49.2;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
8931;63.0;M;branca;entre 1.5 e 3 salarios;maior parte em escola privada;B
8932;46.0;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8933;35.0;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
8934;39.8;M;preta;entre 1.5 e 3 salarios;todo em escola publica;B
8935;40.0;M;branca;entre 3 e 4.5 salarios;todo em escola privada;B
8936;31.9;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8937;29.4;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
8938;63.7;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8939;56.4;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8940;25.1;M;branca;entre 6 e 3 salarios;todo em escola publica;B
8941;41.0;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
8942;21.9;M;nsr;entre 3 e 4.5 salarios;todo no exterior;B
8943;44.7;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8944;55.8;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
8945;33.2;M;branca;entre 6 e 3 salarios;todo em escola publica;B
8946;32.6;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
8947;30.9;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
8948;17.6;M;nsr;entre 1.5 e 3 salarios;todo em escola publica;B
8949;59.3;M;branca;entre 6 e 3 salarios;todo em escola publica;B
8950;43.1;M;parda;entre 4.5 e 6 salarios;todo em escola publica;B
8951;42.5;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
8952;39.8;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
8953;28.9;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8954;47.0;M;branca;entre 6 e 3 salarios;todo em escola publica;B
8955;46.4;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
8956;44.1;M;branca;entre 6 e 3 salarios;todo em escola privada;B
8957;34.1;M;branca;entre 6 e 3 salarios;todo em escola privada;B
8958;42.5;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
8959;43.4;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8960;26.5;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
8961;28.3;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8962;30.3;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8963;39.4;M;branca;maior que 30 salarios;todo em escola privada;B
8964;49.0;M;branca;entre 10 e 30 salarios;todo em escola publica;B
8965;29.3;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
8966;42.0;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8967;38.8;M;parda;entre 4.5 e 6 salarios;todo em escola publica;B
8968;24.8;M;preta;entre 1.5 e 3 salarios;todo em escola publica;B
8969;46.4;M;branca;menor que 1.5 salarios;todo em escola privada;B
8970;32.9;M;branca;entre 6 e 3 salarios;todo em escola publica;B
8971;31.6;M;parda;entre 10 e 30 salarios;todo em escola privada;B
8972;27.0;M;preta;menor que 1.5 salarios;todo em escola publica;B
8973;31.6;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8974;27.4;M;amarela;entre 4.5 e 6 salarios;todo em escola publica;B
8975;53.2;M;preta;entre 1.5 e 3 salarios;todo em escola publica;B
8976;57.6;M;parda;entre 1.5 e 3 salarios;todo em escola privada;B
8977;47.7;M;parda;menor que 1.5 salarios;todo em escola publica;B
8978;40.5;M;amarela;entre 3 e 4.5 salarios;todo em escola publica;B
8979;62.5;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
8980;63.6;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
8981;62.5;M;parda;menor que 1.5 salarios;todo em escola publica;B
8982;42.7;M;parda;entre 4.5 e 6 salarios;maior parte em escola privada;B
8983;45.7;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8984;41.2;M;parda;entre 1.5 e 3 salarios;maior parte em escola privada;B
8985;24.9;M;branca;entre 6 e 3 salarios;todo em escola privada;B
8986;46.2;M;branca;entre 10 e 30 salarios;todo em escola privada;B
8987;50.8;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8990;13.1;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
8991;24.2;M;parda;entre 3 e 4.5 salarios;todo em escola privada;B
8992;35.0;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8993;54.5;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
8994;57.1;M;preta;menor que 1.5 salarios;todo em escola publica;B
8995;33.1;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8996;42.6;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8997;45.4;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
8998;30.3;M;branca;menor que 1.5 salarios;todo em escola publica;B
8999;16.3;M;parda;menor que 1.5 salarios;todo em escola publica;B
9000;34.4;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
9001;33.9;M;branca;menor que 1.5 salarios;todo em escola publica;B
9002;21.1;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
9003;41.6;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9004;55.7;M;branca;entre 6 e 3 salarios;todo em escola publica;B
9005;47.7;M;parda;menor que 1.5 salarios;todo em escola publica;B
9006;49.0;M;branca;entre 1.5 e 3 salarios;todo em escola privada;B
9007;42.3;M;parda;entre 4.5 e 6 salarios;todo em escola publica;B
9008;30.3;M;branca;entre 6 e 3 salarios;todo em escola publica;B
9009;22.5;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9010;62.2;M;amarela;entre 1.5 e 3 salarios;todo em escola publica;B
9011;48.6;M;parda;menor que 1.5 salarios;todo em escola publica;B
9012;24.4;M;preta;entre 3 e 4.5 salarios;todo em escola privada;B
9013;49.9;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9014;42.8;M;preta;menor que 1.5 salarios;todo em escola privada;B
9015;41.3;M;nsr;entre 6 e 3 salarios;todo em escola publica;B
9016;42.4;M;branca;entre 10 e 30 salarios;todo em escola privada;B
9017;31.8;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
9018;40.6;M;parda;menor que 1.5 salarios;todo em escola privada;B
9019;42.0;M;preta;menor que 1.5 salarios;todo em escola publica;B
9020;43.0;M;parda;entre 6 e 3 salarios;todo em escola privada;B
9021;34.0;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9022;26.9;M;nsr;entre 3 e 4.5 salarios;maior parte em escola privada;B
9023;43.7;M;branca;entre 4.5 e 6 salarios;todo em escola privada;B
9024;36.0;M;branca;entre 10 e 30 salarios;todo em escola privada;B
9025;34.4;M;branca;entre 4.5 e 6 salarios;todo em escola privada;B
9026;49.9;M;parda;entre 3 e 4.5 salarios;todo em escola privada;B
9027;35.7;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9028;41.5;M;branca;entre 6 e 3 salarios;maior parte em escola privada;B
9029;60.1;M;branca;entre 10 e 30 salarios;todo em escola privada;B
9030;41.0;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9039;38.0;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
9040;19.6;M;parda;entre 3 e 4.5 salarios;todo em escola privada;B
9041;34.3;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
9042;26.8;M;preta;menor que 1.5 salarios;todo em escola publica;B
9043;39.6;M;preta;menor que 1.5 salarios;todo em escola publica;B
9044;31.3;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
9045;18.9;M;parda;entre 4.5 e 6 salarios;todo em escola publica;B
9046;26.0;M;parda;entre 4.5 e 6 salarios;todo em escola publica;B
9047;33.4;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
9048;39.0;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
9049;23.0;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9050;43.4;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
9051;33.6;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9052;20.2;M;preta;menor que 1.5 salarios;todo em escola publica;B
9053;37.9;M;parda;entre 1.5 e 3 salarios;todo em escola privada;B
9054;17.6;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
9055;22.3;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
9056;53.2;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
9057;31.7;M;nsr;entre 1.5 e 3 salarios;todo em escola publica;B
9058;26.0;M;branca;entre 3 e 4.5 salarios;todo em escola privada;B
9059;21.5;M;branca;menor que 1.5 salarios;todo em escola publica;B
9060;58.5;M;preta;menor que 1.5 salarios;todo em escola publica;B
9061;40.5;M;nsr;menor que 1.5 salarios;todo em escola publica;B
9062;32.2;M;parda;entre 6 e 3 salarios;todo em escola privada;B
9063;29.0;M;parda;menor que 1.5 salarios;todo em escola publica;B
9064;27.6;M;branca;menor que 1.5 salarios;todo em escola publica;B
9065;32.7;M;preta;menor que 1.5 salarios;todo em escola publica;B
9066;50.1;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9067;29.5;M;branca;menor que 1.5 salarios;todo em escola publica;B
9068;23.4;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
9069;49.7;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9070;36.5;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9071;23.3;M;preta;entre 3 e 4.5 salarios;todo em escola publica;B
9072;19.4;M;parda;entre 1.5 e 3 salarios;todo em escola privada;B
9073;48.2;M;branca;entre 1.5 e 3 salarios;todo em escola privada;B
9074;34.3;M;parda;entre 1.5 e 3 salarios;maior parte em escola publica;B
9075;29.3;M;branca;menor que 1.5 salarios;todo em escola privada;B
9076;30.7;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
9077;25.7;M;parda;entre 4.5 e 6 salarios;todo em escola publica;B
9078;18.8;M;parda;menor que 1.5 salarios;todo em escola publica;B
9079;33.9;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
9080;56.4;M;branca;entre 3 e 4.5 salarios;maior parte em escola privada;B
9081;55.3;M;branca;entre 1.5 e 3 salarios;todo em escola privada;B
9082;33.7;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9083;46.4;M;parda;entre 3 e 4.5 salarios;todo em escola privada;B
9084;34.8;M;preta;menor que 1.5 salarios;todo em escola publica;B
9085;38.5;M;parda;entre 4.5 e 6 salarios;maior parte em escola privada;B
9086;36.7;M;parda;menor que 1.5 salarios;todo em escola publica;B
9087;67.9;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9088;16.2;M;branca;entre 6 e 3 salarios;todo em escola privada;B
9089;48.0;M;parda;entre 6 e 3 salarios;todo em escola publica;B
9090;43.8;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9091;51.5;M;branca;entre 3 e 4.5 salarios;todo em escola privada;B
9092;22.9;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
9093;28.2;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
9094;40.4;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9095;36.5;M;branca;entre 6 e 3 salarios;todo em escola publica;B
9096;53.5;M;branca;entre 10 e 30 salarios;todo em escola publica;B
9097;35.6;M;amarela;entre 6 e 3 salarios;todo em escola privada;B
9098;29.7;M;parda;menor que 1.5 salarios;todo em escola publica;B
9099;23.6;M;parda;entre 4.5 e 6 salarios;todo em escola publica;B
9100;30.4;M;preta;menor que 1.5 salarios;todo em escola privada;B
9101;32.7;M;preta;entre 3 e 4.5 salarios;maior parte em escola publica;B
9102;39.9;M;branca;menor que 1.5 salarios;todo em escola publica;B
9103;27.1;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
9104;52.5;M;parda;entre 6 e 3 salarios;todo em escola publica;B
9105;46.8;M;branca;entre 4.5 e 6 salarios;todo em escola privada;B
9106;37.7;M;preta;menor que 1.5 salarios;todo em escola publica;B
9107;59.8;M;preta;entre 10 e 30 salarios;todo em escola publica;B
9108;48.8;M;preta;entre 1.5 e 3 salarios;todo em escola publica;B
9109;44.2;M;branca;entre 3 e 4.5 salarios;todo em escola privada;B
9110;27.3;M;amarela;entre 3 e 4.5 salarios;todo em escola privada;B
9111;55.9;M;preta;entre 1.5 e 3 salarios;todo em escola publica;B
9112;56.6;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
9113;68.4;M;branca;entre 4.5 e 6 salarios;todo em escola privada;B
9114;21.3;M;preta;entre 6 e 3 salarios;todo em escola publica;B
9115;39.7;M;parda;entre 3 e 4.5 salarios;todo em escola privada;B
9116;37.1;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
9117;55.4;M;preta;menor que 1.5 salarios;todo em escola publica;B
9118;55.4;M;parda;entre 4.5 e 6 salarios;maior parte em escola privada;B
9119;48.9;M;preta;menor que 1.5 salarios;todo em escola publica;B
9120;56.6;M;branca;entre 6 e 3 salarios;todo em escola publica;B
9121;44.9;M;branca;menor que 1.5 salarios;todo em escola publica;B
9122;37.7;M;nsr;menor que 1.5 salarios;todo em escola publica;B
9123;11.3;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9124;39.3;M;parda;entre 4.5 e 6 salarios;todo em escola publica;B
9125;50.3;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
9126;38.7;M;preta;entre 4.5 e 6 salarios;todo em escola publica;B
9127;44.5;M;parda;entre 3 e 4.5 salarios;todo em escola privada;B
9128;55.5;M;parda;entre 4.5 e 6 salarios;todo em escola publica;B
9129;29.9;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9130;54.3;M;preta;entre 4.5 e 6 salarios;todo em escola publica;B
9131;25.8;M;nsr;menor que 1.5 salarios;todo em escola publica;B
9132;40.3;M;preta;entre 6 e 3 salarios;todo em escola privada;B
9133;33.1;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9134;28.0;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
9135;53.5;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
9136;34.6;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
9137;29.4;M;preta;entre 6 e 3 salarios;todo em escola publica;B
9138;22.8;M;preta;entre 6 e 3 salarios;todo em escola publica;B
9139;33.9;M;branca;entre 10 e 30 salarios;todo em escola publica;B
9140;42.5;M;parda;entre 10 e 30 salarios;todo em escola publica;B
9141;34.3;M;preta;entre 3 e 4.5 salarios;todo em escola publica;B
9142;33.2;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
9143;38.1;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9144;41.3;M;parda;entre 4.5 e 6 salarios;todo em escola publica;B
9145;23.5;M;branca;entre 6 e 3 salarios;todo em escola publica;B
9146;40.7;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
9147;54.6;M;preta;menor que 1.5 salarios;todo em escola publica;B
9148;32.4;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9149;60.7;M;parda;entre 6 e 3 salarios;todo em escola publica;B
9150;36.2;M;branca;entre 6 e 3 salarios;todo em escola privada;B
9151;52.0;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
9152;40.9;M;branca;entre 6 e 3 salarios;todo em escola privada;B
9153;34.4;M;preta;menor que 1.5 salarios;todo em escola privada;B
9154;38.8;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9155;52.8;M;parda;entre 6 e 3 salarios;todo em escola privada;B
9156;58.7;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
9157;41.0;M;branca;entre 6 e 3 salarios;todo em escola privada;B
9158;51.0;M;branca;entre 10 e 30 salarios;todo em escola publica;B
9159;28.3;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
9160;45.8;M;preta;entre 3 e 4.5 salarios;todo em escola publica;B
9161;32.1;M;preta;entre 4.5 e 6 salarios;todo em escola publica;B
9162;46.9;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
9163;26.6;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9164;44.3;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
9165;25.4;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
9166;28.9;M;branca;menor que 1.5 salarios;todo em escola publica;B
9167;30.7;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9168;29.3;M;preta;entre 3 e 4.5 salarios;maior parte em escola privada;B
9169;12.5;F;parda;entre 10 e 30 salarios;maior parte em escola privada;A
9170;33.3;F;parda;menor que 1.5 salarios;todo em escola publica;B
9171;15.6;F;branca;entre 3 e 4.5 salarios;todo em escola privada;B
9176;52.9;M;branca;entre 4.5 e 6 salarios;todo em escola privada;A
9177;45.9;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9178;47.5;M;parda;entre 10 e 30 salarios;todo em escola publica;A
9179;30.7;M;branca;entre 6 e 3 salarios;todo em escola privada;A
9181;29.8;F;branca;entre 6 e 3 salarios;todo em escola publica;A
9182;35.8;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9183;22.0;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9184;42.9;M;branca;menor que 1.5 salarios;todo em escola privada;B
9185;25.5;M;preta;entre 1.5 e 3 salarios;todo em escola publica;B
9186;25.2;F;amarela;entre 3 e 4.5 salarios;todo em escola publica;B
9187;48.5;M;branca;menor que 1.5 salarios;todo em escola publica;A
9188;31.8;M;branca;entre 4.5 e 6 salarios;todo em escola privada;A
9189;24.5;M;preta;entre 6 e 3 salarios;todo em escola publica;A
9190;30.1;M;parda;entre 3 e 4.5 salarios;todo em escola publica;A
9191;36.9;M;parda;entre 10 e 30 salarios;todo em escola publica;B
9192;37.9;M;parda;menor que 1.5 salarios;todo em escola publica;B
9193;24.3;M;indigena;entre 1.5 e 3 salarios;todo em escola publica;A
9194;21.8;M;branca;entre 6 e 3 salarios;todo em escola publica;A
9196;44.4;M;branca;entre 4.5 e 6 salarios;todo em escola publica;A
9197;16.3;M;preta;entre 1.5 e 3 salarios;todo em escola publica;B
9199;13.7;F;parda;menor que 1.5 salarios;todo em escola publica;B
9200;24.4;F;amarela;entre 1.5 e 3 salarios;todo em escola publica;B
9201;35.7;M;parda;menor que 1.5 salarios;todo em escola publica;A
9202;31.1;M;branca;menor que 1.5 salarios;todo em escola publica;A
9203;43.6;M;branca;menor que 1.5 salarios;todo em escola publica;A
9204;51.4;M;parda;entre 10 e 30 salarios;todo em escola privada;A
9205;36.5;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9206;23.7;M;preta;entre 1.5 e 3 salarios;todo em escola publica;B
9207;26.5;F;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9208;43.8;M;amarela;entre 4.5 e 6 salarios;todo em escola publica;A
9209;56.0;M;branca;entre 6 e 3 salarios;todo em escola publica;A
9211;38.5;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9212;40.2;M;parda;entre 3 e 4.5 salarios;todo em escola privada;A
9213;25.0;M;branca;menor que 1.5 salarios;todo em escola publica;B
